product_number,mfg_number,product_name,vendor,wholesale_price,freight_in,drop_ship_fee,total_wholesale_price,markup,retail_price,shipping_in_price,total_retail_price,rounded_retail_price,previous_price
2614786523,,Flying Alarm Clock - Black,absolutelyNEW,7.50,0.60,0.00,8.10,0.49,15.88,0.00,15.88,15.99,21.49
5558811240,,Flying Alarm Clock - Silver,absolutelyNEW,7.50,0.60,0.00,8.10,0.49,15.88,0.00,15.88,15.99,21.49
6810048370,SC1010,SoftCarpets Interlocking Tiles - SoftCarpets - 10' x 10' Area,Alessco,268.00,0.00,4.50,272.50,0.40,454.17,0.00,454.17,454.49,446.99
1778386468,SC1014,SoftCarpets Interlocking Tiles - SoftCarpets - 10' x 14' Area,Alessco,375.20,0.00,4.50,379.70,0.40,632.83,0.00,632.83,632.99,624.99
5842418207,SC1020,SoftCarpets Interlocking Tiles - SoftCarpets - 10' x 20' Area,Alessco,536.00,0.00,4.50,540.50,0.40,900.83,0.00,900.83,900.99,884.99
1124140882,SC1020,SoftCarpets Interlocking Tiles - SoftCarpets - 12' x 14' Area,Alessco,450.24,0.00,4.50,454.74,0.40,757.90,0.00,757.90,757.99,749.99
2157038047,SC1020,SoftCarpets Interlocking Tiles - SoftCarpets - 20' x 20' Area,Alessco,1072.00,0.00,4.50,1076.50,0.40,1794.17,0.00,1794.17,1794.49,1784.99
6172451431,SC0404,SoftCarpets Interlocking Tiles - SoftCarpets - 4' x 4' Area,Alessco,42.88,0.00,4.50,47.38,0.40,78.97,0.00,78.97,78.99,69.99
7601067535,SC0406,SoftCarpets Interlocking Tiles - SoftCarpets - 4' x 6' Area,Alessco,64.32,0.00,4.50,68.82,0.40,114.70,0.00,114.70,114.99,106.99
4283203640,SC0408,SoftCarpets Interlocking Tiles - SoftCarpets - 4' x 8' Area,Alessco,85.76,0.00,4.50,90.26,0.40,150.43,0.00,150.43,150.49,142.99
878075383,SC0606,SoftCarpets Interlocking Tiles - SoftCarpets - 6'x6' Area,Alessco,96.48,0.00,4.50,100.98,0.40,168.30,0.00,168.30,168.49,159.99
6000244867,SC0812,SoftCarpets Interlocking Tiles - SoftCarpets - 8' x 12' Area,Alessco,257.28,0.00,4.50,261.78,0.40,436.30,0.00,436.30,436.49,428.99
8030208048,SC0808,SoftCarpets Interlocking Tiles - SoftCarpets - 8' x 8' Area,Alessco,171.52,0.00,4.50,176.02,0.40,293.37,0.00,293.37,293.49,285.99
6243433332,SC0202B,SoftCarpets Interlocking Tiles - SoftCarpets - Set of 4 Border Tiles,Alessco,42.88,0.00,4.50,47.38,0.40,78.97,0.00,78.97,78.99,69.99
4131267255,SC0202C,SoftCarpets Interlocking Tiles - SoftCarpets - Set of 4 Corner Tiles,Alessco,42.88,0.00,4.50,47.38,0.40,78.97,0.00,78.97,78.99,69.99
4826057111,SC0202I,SoftCarpets Interlocking Tiles - SoftCarpets - Set of 4 Inside Tiles,Alessco,42.88,0.00,4.50,47.38,0.40,78.97,0.00,78.97,78.99,69.99
5424804066,SF1010,SoftFloors Interlocking Tiles - 10' x 10' Area,Alessco,128.00,0.00,4.50,132.50,0.40,220.83,0.00,220.83,220.99,213.99
1348077563,SF1014,SoftFloors Interlocking Tiles - 10' x 14' Area,Alessco,179.20,0.00,4.50,183.70,0.40,306.17,0.00,306.17,306.49,299.99
8464570415,SF1020,SoftFloors Interlocking Tiles - 10' x 20' Area,Alessco,256.00,0.00,4.50,260.50,0.40,434.17,0.00,434.17,434.49,426.99
7054610,SF1214,SoftFloors Interlocking Tiles - 12' x 14' Area,Alessco,215.04,0.00,4.50,219.54,0.40,365.90,0.00,365.90,365.99,358.99
3741734021,SF2020,SoftFloors Interlocking Tiles - 20' x 20' Area,Alessco,512.00,0.00,4.50,516.50,0.40,860.83,0.00,860.83,860.99,849.99
4757645278,SF0404,SoftFloors Interlocking Tiles - 4' x 4' Area,Alessco,20.48,0.00,4.50,24.98,0.40,41.63,0.00,41.63,41.99,34.99
8188181213,SF0406,SoftFloors Interlocking Tiles - 4' x 6' Area,Alessco,30.72,0.00,4.50,35.22,0.40,58.70,0.00,58.70,58.99,51.99
7600054540,SF0408,SoftFloors Interlocking Tiles - 4' x 8' Area,Alessco,40.96,0.00,4.50,45.46,0.40,75.77,0.00,75.77,75.99,68.99
6171628676,SF0606,SoftFloors Interlocking Tiles - 6' x 6' Area,Alessco,46.08,0.00,4.50,50.58,0.40,84.30,0.00,84.30,84.49,76.99
2885474521,SF0812,SoftFloors Interlocking Tiles - 8' x 12' Area,Alessco,257.28,0.00,4.50,261.78,0.40,436.30,0.00,436.30,436.49,204.99
3080172385,SF0808,SoftFloors Interlocking Tiles - 8' x 8' Area,Alessco,171.52,0.00,4.50,176.02,0.40,293.37,0.00,293.37,293.49,136.99
4310450160,SF0202B,SoftFloors Interlocking Tiles - Set of 4 Border Tiles,Alessco,20.48,0.00,4.50,24.98,0.40,41.63,0.00,41.63,41.99,34.99
4568306725,SF0202C,SoftFloors Interlocking Tiles - Set of 4 Corner Tiles,Alessco,20.48,0.00,4.50,24.98,0.40,41.63,0.00,41.63,41.99,34.99
1630836038,SF0202I,SoftFloors Interlocking Tiles - Set of 4 Inside Tiles,Alessco,20.48,0.00,4.50,24.98,0.40,41.63,0.00,41.63,41.99,34.99
7076881543,,E-Frame Combo Futon - Full (55-3544-050),American Furniture Alliance,100.00,0.00,0.00,100.00,0.50,199.99,0.00,199.99,199.99,199.99
7163140746,,E-Frame Combo Futon - Twin (55-3503-050),American Furniture Alliance,100.00,0.00,0.00,100.00,0.50,199.99,0.00,199.99,199.99,199.99
3173132786,55-XXXX-XXX,E-Frame Futon Set - Black (601) / Full (1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
6004625634,55-XXXX-XXX,E-Frame Futon Set - Blk (601) / Twin(1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
6876067276,55-XXXX-XXX,E-Frame Futon Set - Blk Suede (467) / Full(1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
585174544,55-XXXX-XXX,E-Frame Futon Set - Blk Suede (467) / Twin(1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
382768636,55-XXXX-XXX,E-Frame Futon Set - Blu Suede (466) / Full(1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
2660734718,55-XXXX-XXX,E-Frame Futon Set - Blu Suede (466) / Twin(1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
6420815668,55-XXXX-XXX,E-Frame Futon Set - Camo (671) / Full (1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
6574114886,55-XXXX-XXX,E-Frame Futon Set - Camo (671) / Twin (1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
4318665227,55-XXXX-XXX,E-Frame Futon Set - Dist Den (636) / Full (1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
5566177113,55-XXXX-XXX,E-Frame Futon Set - Dist Den (636) / Twin (1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
2771576222,55-XXXX-XXX,E-Frame Futon Set - Hnt Green (602) / Twin (1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
8485833025,55-XXXX-XXX,E-Frame Futon Set - Hnt Grn (602) / Full (1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
8004828668,55-XXXX-XXX,E-Frame Futon Set - Horizon (686) / Full (1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
3785285724,55-XXXX-XXX,E-Frame Futon Set - Horizon (686) / Twin (1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
2485547660,55-XXXX-XXX,E-Frame Futon Set - Mystique (630) / Full (1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
3716230456,55-XXXX-XXX,E-Frame Futon Set - Mystique (630) / Twin (1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
2458023665,55-XXXX-XXX,E-Frame Futon Set - Navy (604) / Full (1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
4848884261,55-XXXX-XXX,E-Frame Futon Set - Navy (604) / Twin (1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
267501121,55-XXXX-XXX,E-Frame Futon Set - Nwpt Blue (637) / Full(1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
5676647250,55-XXXX-XXX,E-Frame Futon Set - Nwpt Blue (637) / Twin(1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
4865363012,55-XXXX-XXX,E-Frame Futon Set - Oahu Blue (681) / Full (1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
4753244424,55-XXXX-XXX,E-Frame Futon Set - Oahu Blue (681) / Twin(1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
7268673010,55-XXXX-XXX,E-Frame Futon Set - Pap Suede (464) / Full(1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
1837562177,55-XXXX-XXX,E-Frame Futon Set - Pap Suede (464) / Twin(1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
6123125652,55-XXXX-XXX,E-Frame Futon Set - Stn Suede (463) / Full(1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
8271614410,55-XXXX-XXX,E-Frame Futon Set - Stn Suede (463) / Twin(1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
550812115,55-XXXX-XXX,E-Frame Futon Set - Tan Suede (462) / Full(1414),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
7537306527,55-XXXX-XXX,E-Frame Futon Set - Tan Suede (462) / Twin(1413),American Furniture Alliance,115.00,0.00,0.00,115.00,0.50,229.54,0.00,229.54,229.99,229.49
4145234482,33-XXXX-XXX,E-Frame Slipcovers - Black (601) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
5017378574,33-XXXX-XXX,E-Frame Slipcovers - Black (601) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
5758511340,33-XXXX-XXX,E-Frame Slipcovers - Blck Suede (467) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
5616866154,33-XXXX-XXX,E-Frame Slipcovers - Blck Suede (467) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
8075336755,33-XXXX-XXX,E-Frame Slipcovers - Camouflage (671) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
3312056470,33-XXXX-XXX,E-Frame Slipcovers - Camouflage (671) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
4232315173,33-XXXX-XXX,E-Frame Slipcovers - Dist Denim (636) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
6373744806,33-XXXX-XXX,E-Frame Slipcovers - Dist Denim (636) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
8155535885,33-XXXX-XXX,E-Frame Slipcovers - Horizon (686) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
3541024323,33-XXXX-XXX,E-Frame Slipcovers - Horizon (686) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
8722657748,33-XXXX-XXX,E-Frame Slipcovers - Hunt Green (602) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
671636183,33-XXXX-XXX,E-Frame Slipcovers - Hunt Green (602) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
137440822,33-XXXX-XXX,E-Frame Slipcovers - Mystique (630) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
1676830285,33-XXXX-XXX,E-Frame Slipcovers - Mystique (630) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
8330844143,33-XXXX-XXX,E-Frame Slipcovers - Navy (604) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
1802250582,33-XXXX-XXX,E-Frame Slipcovers - Navy (604) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
6420543854,33-XXXX-XXX,E-Frame Slipcovers - Navy Suede (466) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
6136772727,33-XXXX-XXX,E-Frame Slipcovers - Navy Suede (466) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
5244184571,33-XXXX-XXX,E-Frame Slipcovers - Newpt Blue (637) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
7521337310,33-XXXX-XXX,E-Frame Slipcovers - Newpt Blue (637) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
6762342161,33-XXXX-XXX,E-Frame Slipcovers - Oahu Blue (681) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
3356228720,33-XXXX-XXX,E-Frame Slipcovers - Oahu Blue (681) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
3431781314,33-XXXX-XXX,E-Frame Slipcovers - Papr Suede (464) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
7803286808,33-XXXX-XXX,E-Frame Slipcovers - Papr Suede (464) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
4335715771,33-XXXX-XXX,E-Frame Slipcovers - Stne Suede (463) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
4164756370,33-XXXX-XXX,E-Frame Slipcovers - Stne Suede (463) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
1855874765,33-XXXX-XXX,E-Frame Slipcovers - Tan Suede (462) / Full (1414),American Furniture Alliance,29.00,0.00,0.00,29.00,0.51,59.67,0.00,59.67,59.99,60.49
6744715150,33-XXXX-XXX,E-Frame Slipcovers - Tan Suede (462) / Twin (1413),American Furniture Alliance,27.00,0.00,0.00,27.00,0.51,55.56,0.00,55.56,55.99,55.49
713217140,55-6118...,Mali Flex Frame & Cushions - All Black Cushions (BLK),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,251.99
2171730808,55-6118...,Mali Flex Frame & Cushions - All Khacki Cushions (KHA),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,251.99
5717717820,55-6118...,Mali Flex Frame & Cushions - Aubergine & Caper (AC),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,251.99
2306806648,55-6118...,Mali Flex Frame & Cushions - Coal & Pewter (CP),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,251.99
7375380257,55-6118...,Mali Flex Frame & Cushions - Coastal Drifter Stripe (CDS),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,261.99
8214180505,55-6118...,Mali Flex Frame & Cushions - Kelp. Stone. & Tang (KST),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,251.99
2035681715,55-6118...,Mali Flex Frame & Cushions - Nappa Dreamer Stripe (NDS),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,261.99
3762585077,55-6118...,Mali Flex Frame & Cushions - Newport Navy Stripe (KBS),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,261.99
1525475165,55-6118...,Mali Flex Frame & Cushions - Plank. Dusk. & Stone (PDS),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,251.99
315112347,55-6118...,Mali Flex Frame & Cushions - Seafoam & Plank (SP),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,251.99
2541646613,55-6118...,Mali Flex Frame & Cushions - Urban Dweller Stripe (UDS),American Furniture Alliance,147.00,0.00,0.00,147.00,0.43,257.89,0.00,257.89,257.99,261.99
4887458304,33-3164-6XX,Poly Cotton Futon Covers - Black (601),American Furniture Alliance,26.00,0.00,0.00,26.00,0.48,49.62,0.00,49.62,49.99,50.99
7701144118,33-3164-6XX,Poly Cotton Futon Covers - Burgundy (610),American Furniture Alliance,26.00,0.00,0.00,26.00,0.48,49.62,0.00,49.62,49.99,50.99
763076002,33-3164-6XX,Poly Cotton Futon Covers - Hunter Green (602),American Furniture Alliance,26.00,0.00,0.00,26.00,0.48,49.62,0.00,49.62,49.99,50.99
58811741,33-3164-6XX,Poly Cotton Futon Covers - Natural (606),American Furniture Alliance,26.00,0.00,0.00,26.00,0.48,49.62,0.00,49.62,49.99,50.99
1275861171,33-3164-6XX,Poly Cotton Futon Covers - Navy (604),American Furniture Alliance,26.00,0.00,0.00,26.00,0.48,49.62,0.00,49.62,49.99,50.99
6868702851,33-3164-6XX,Poly Cotton Futon Covers - Red (608),American Furniture Alliance,26.00,0.00,0.00,26.00,0.48,49.62,0.00,49.62,49.99,50.99
8411618471,33-3164-6XX,Poly Cotton Futon Covers - Royal Blue (607),American Furniture Alliance,26.00,0.00,0.00,26.00,0.48,49.62,0.00,49.62,49.99,50.99
2013565865,33-3164-6XX,Poly Cotton Futon Covers - Sand (611),American Furniture Alliance,26.00,0.00,0.00,26.00,0.48,49.62,0.00,49.62,49.99,50.99
3073231607,,Neverlate 7-day Alarm Clock,American Innovative,20.00,1.94,0.00,21.94,0.40,36.57,0.00,36.57,36.99,34.99
8563717712,NL7DEX-US,Neverlate Executive 7-Day Alarm Clock,American Innovative,32.00,1.94,0.00,33.94,0.43,59.54,0.00,59.54,59.99,59.99
34575640,9356B,Contemporary Desk Lamp - Black,American Lighting,8.48,0.00,0.00,8.48,0.50,16.96,0.00,16.96,16.99,16.98
7221270803,9356W,Contemporary Desk Lamp - White,American Lighting,8.48,0.00,0.00,8.48,0.50,16.96,0.00,16.96,16.99,16.98
8336700853,9354B,Contemporary Organizer Desk Lamp - Black,American Lighting,8.48,0.00,0.00,8.48,0.50,16.96,0.00,16.96,16.99,16.48
4805723120,9354W,Contemporary Organizer Desk Lamp - White,American Lighting,8.48,0.00,0.00,8.48,0.50,16.96,0.00,16.96,16.99,16.48
811640465,9368U,Gooseneck Organizer Desk Lamp - Blue,American Lighting,7.97,0.00,0.00,7.97,0.50,15.94,0.00,15.94,15.99,15.99
5771522827,9368P,Gooseneck Organizer Desk Lamp - Purple,American Lighting,7.97,0.00,0.00,7.97,0.50,15.94,0.00,15.94,15.99,15.99
7376774322,9368W,Gooseneck Organizer Desk Lamp - White,American Lighting,7.97,0.00,0.00,7.97,0.50,15.94,0.00,15.94,15.99,15.99
6015253262,6332,Open Neon Sign,American Lighting,9.96,0.00,0.00,9.96,0.50,19.92,0.00,19.92,19.99,19.98
2527348158,9279B,Rotating Organizer Desk Lamp - Black,American Lighting,9.96,0.00,0.00,9.96,0.50,19.92,0.00,19.92,19.99,19.98
5715716174,9279U,Rotating Organizer Desk Lamp - Blue,American Lighting,9.96,0.00,0.00,9.96,0.50,19.92,0.00,19.92,19.99,19.98
861857038,7786MX,Spider Lamps - Table & Floor,American Lighting,24.95,0.00,0.00,24.95,0.50,49.90,0.00,49.90,49.99,49.99
3485345301,9943W,Tree 3-Light Floor Lamp,American Lighting,14.40,0.00,0.00,14.40,0.50,28.80,0.00,28.80,28.99,28.99
4677125260,,Barrier Slim Water Pitcher - Premia,Aqua Blue INV,16.19,1.25,0.00,17.44,0.40,29.07,0.00,29.07,29.49,24.99
6666181815,,Barrier Water Pitcher - Grand,Aqua Blue INV,14.99,1.66,0.00,16.65,0.40,27.75,0.00,27.75,27.99,31.99
5112133827,,Barrier Water Pitcher Replacement Filters - 3 pack,Aqua Blue INV,9.89,0.66,0.00,10.55,0.40,17.58,0.00,17.58,17.99,18.98
5286421710,BVC311,Bon Voyage Bagg - Black/Khaki (B/K),Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
4431886557,BVC311,Bon Voyage Bagg - Dark Olive/Spice (DO/SP),Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
1454356034,BVC311,Bon Voyage Bagg - Espresso/Tomato (ES/TM),Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
1484655346,BVC311,Bon Voyage Bagg - Giraffe,Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
4078251567,BVC311,Bon Voyage Bagg - Khaki/Black (K/B),Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
6187004671,BVC311,Bon Voyage Bagg - Leaf Green/Mango (LG/MG),Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
3105407204,BVC311,Bon Voyage Bagg - Steel Blue/Leaf Green (SB,Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
7847854045,BVC311,Bon Voyage Bagg - Tomato/Mango (TM/MG),Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
723728075,BVC311,Bon Voyage Bagg - Zebra,Baggallini,20.00,0.00,0.00,20.00,0.50,40.00,0.00,40.00,40.49,40.99
485653585,DTC309,Downtown Bagg - Black/Khaki (B/K),Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
2643236241,DTC309,Downtown Bagg - Dark Olive/Spice (DO/SP),Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
5258755614,DTC309,Downtown Bagg - Espresso/Tomato (ES/TM),Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
7613387126,DTC309,Downtown Bagg - Giraffe,Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
7031735553,DTC309,Downtown Bagg - Khaki/Black (K/B),Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
1775730703,DTC309,Downtown Bagg - Leaf Green/Mango (LG/MG),Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
1367180253,DTC309,Downtown Bagg - Steel Blue/Leaf Green (SB,Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
2753430863,DTC309,Downtown Bagg - Tomato/Mango (TM/MG),Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
3128788522,DTC309,Downtown Bagg - Zebra,Baggallini,36.00,0.00,0.00,36.00,0.50,72.00,0.00,72.00,72.49,50.49
1800426243,FLP180,Flip Phone Case - Black (B),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
6135221017,FLP180,Flip Phone Case - Khaki (K),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
8545624633,FLP180,Flip Phone Case - Lime (L),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
6028770764,FLP180,Flip Phone Case - Orange (O),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
4680806037,FLP180,Flip Phone Case - Periwinkle (PW),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
543315763,FLP180,Flip Phone Case - Pink (P),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
6746852082,FLP180,Flip Phone Case - Purple (PL),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
1422131878,FLP180,Flip Phone Case - Red (R),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
1775674763,FLP180,Flip Phone Case - Turquoise (T),Baggallini,10.00,0.00,0.00,10.00,0.50,20.00,0.00,20.00,20.49,22.49
4307040262,GTC413,Get Out of Town Bagg - Black (B/K),Baggallini,42.00,0.00,0.00,42.00,0.50,84.00,0.00,84.00,84.49,74.99
4213520218,GTC413,Get Out of Town Bagg - Dark Olive (DO/SP),Baggallini,42.00,0.00,0.00,42.00,0.50,84.00,0.00,84.00,84.49,74.99
1470082573,GTC413,Get Out of Town Bagg - Khaki (K/B),Baggallini,42.00,0.00,0.00,42.00,0.50,84.00,0.00,84.00,84.49,74.99
3666055132,GTC413,Get Out of Town Bagg - Leaf Green (LG/SB),Baggallini,42.00,0.00,0.00,42.00,0.50,84.00,0.00,84.00,84.49,74.99
2058833026,GTC413,Get Out of Town Bagg - Mushroom (MU/CA),Baggallini,42.00,0.00,0.00,42.00,0.50,84.00,0.00,84.00,84.49,74.99
6500717542,GTC413,Get Out of Town Bagg - Steel Blue (SB/LG),Baggallini,42.00,0.00,0.00,42.00,0.50,84.00,0.00,84.00,84.49,74.99
6718171463,GTC413,Get Out of Town Bagg - Tomato (TM/MG),Baggallini,42.00,0.00,0.00,42.00,0.50,84.00,0.00,84.00,84.49,74.99
1741137023,HMC278,Hampton Bagg - Black/Khaki (B/K),Baggallini,32.00,0.00,0.00,32.00,0.50,64.00,0.00,64.00,64.49,56.49
4732641641,HMC278,Hampton Bagg - Dark Olive/Spice (DO/SP),Baggallini,32.00,0.00,0.00,32.00,0.50,64.00,0.00,64.00,64.49,56.49
6832477738,HMC278,Hampton Bagg - Espresso/Tomato (ES/TM),Baggallini,32.00,0.00,0.00,32.00,0.50,64.00,0.00,64.00,64.49,56.49
2216661550,HMC278,Hampton Bagg - Giraffe,Baggallini,32.00,0.00,0.00,32.00,0.50,64.00,0.00,64.00,64.49,56.49
2103738360,HMC278,Hampton Bagg - Khaki/Black (K/B),Baggallini,32.00,0.00,0.00,32.00,0.50,64.00,0.00,64.00,64.49,56.49
